mod_pres_stu,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,course_length,date_registration,date_unregistration,status,prop_submissions,avg_score,submission_distance,stu_activity_count,stu_activity_type_count,stu_total_clicks,stu_days_active,mod_pres_vle_type_count,year,month,subject,final_result
AAA-2013J-376581,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,268,-64.0,268.0,keep,1.0,69.0,0.0,492,7,1799,101,9,2013,Oct,SocSci,Pass
AAA-2013J-380953,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,268,-155.0,268.0,keep,1.0,68.5,0.0,292,7,883,80,9,2013,Oct,SocSci,Pass
AAA-2013J-383254,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,120,N,268,-61.0,268.0,keep,1.0,74.25,0.0,257,6,484,86,9,2013,Oct,SocSci,Pass
AAA-2013J-386952,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,120,N,268,-38.0,268.0,keep,1.0,66.25,0.0,306,6,813,92,9,2013,Oct,SocSci,Pass
AAA-2013J-388722,F,London Region,Lower Than A Level,80-90%,35-55,0,60,N,268,-179.0,268.0,keep,1.0,63.75,0.0,182,6,547,45,9,2013,Oct,SocSci,Pass
AAA-2013J-388885,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,268,-185.0,268.0,keep,1.0,59.75,0.0,156,6,544,37,9,2013,Oct,SocSci,Pass
AAA-2013J-392756,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,268,-58.0,268.0,keep,1.0,46.75,0.0,155,6,344,40,9,2013,Oct,SocSci,Fail
AAA-2013J-392931,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,120,N,268,-54.0,268.0,keep,1.0,67.5,0.0,604,7,1729,121,9,2013,Oct,SocSci,Pass
AAA-2013J-393207,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,268,-38.0,268.0,keep,1.0,74.25,0.0,157,7,547,39,9,2013,Oct,SocSci,Pass
AAA-2013J-396872,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,180,N,268,-23.0,268.0,keep,1.0,61.75,0.0,227,7,768,48,9,2013,Oct,SocSci,Pass
AAA-2013J-398552,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,240,N,268,-57.0,268.0,keep,1.0,48.0,0.0,312,7,1169,77,9,2013,Oct,SocSci,Fail
AAA-2013J-401869,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,268,-53.0,268.0,keep,1.0,62.5,0.0,280,7,828,73,9,2013,Oct,SocSci,Pass
AAA-2013J-402470,M,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,268,-130.0,268.0,keep,1.0,75.5,0.0,323,7,1381,75,9,2013,Oct,SocSci,Pass
AAA-2013J-404804,M,Wales,Lower Than A Level,20-30%,35-55,0,120,N,268,-129.0,268.0,keep,1.0,47.25,0.0,143,6,493,25,9,2013,Oct,SocSci,Pass
AAA-2013J-405088,M,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,268,-67.0,268.0,keep,1.0,75.0,0.0,268,6,863,59,9,2013,Oct,SocSci,Pass
AAA-2013J-414117,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,N,268,-73.0,268.0,keep,1.0,76.25,0.0,230,6,584,80,9,2013,Oct,SocSci,Pass
AAA-2013J-420087,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,Y,268,-15.0,268.0,keep,0.75,57.0,166.0,137,8,342,27,9,2013,Oct,SocSci,Fail
AAA-2013J-429958,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,268,-58.0,268.0,keep,1.0,58.5,0.0,93,6,331,18,9,2013,Oct,SocSci,Pass
AAA-2013J-441018,F,South East Region,A Level or Equivalent,70-80%,0-35,0,150,N,268,-52.0,268.0,keep,1.0,58.25,0.0,171,7,489,38,9,2013,Oct,SocSci,Pass
AAA-2013J-441888,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,268,-53.0,268.0,keep,1.0,71.25,0.0,155,6,381,31,9,2013,Oct,SocSci,Pass
AAA-2013J-444677,M,London Region,HE Qualification,30-40%,0-35,0,60,N,268,-38.0,268.0,keep,1.0,88.5,0.0,465,7,1161,123,9,2013,Oct,SocSci,Distinction
AAA-2013J-489455,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,268,-120.0,268.0,keep,1.0,71.25,0.0,563,6,2087,98,9,2013,Oct,SocSci,Pass
AAA-2013J-495284,M,South East Region,HE Qualification,80-90%,0-35,0,120,N,268,-29.0,268.0,keep,1.0,69.0,0.0,199,7,844,67,9,2013,Oct,SocSci,Pass
AAA-2013J-498857,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,268,-16.0,268.0,keep,1.0,73.0,0.0,288,8,773,76,9,2013,Oct,SocSci,Pass
AAA-2013J-508818,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,268,-156.0,268.0,keep,1.0,76.25,0.0,240,5,976,52,9,2013,Oct,SocSci,Pass
AAA-2013J-512460,M,South East Region,HE Qualification,90-100%,0-35,0,120,N,268,-32.0,268.0,keep,1.0,73.75,0.0,212,6,477,52,9,2013,Oct,SocSci,Pass
AAA-2013J-544103,M,North Western Region,HE Qualification,40-50%,0-35,0,120,N,268,-127.0,268.0,keep,1.0,80.75,0.0,537,7,1940,94,9,2013,Oct,SocSci,Pass
AAA-2013J-550383,M,South East Region,HE Qualification,60-70%,0-35,0,60,N,268,-51.0,268.0,keep,1.0,68.25,0.0,225,8,891,60,9,2013,Oct,SocSci,Pass
AAA-2013J-564450,M,West Midlands Region,HE Qualification,80-90%,0-35,0,120,N,268,-43.0,268.0,keep,1.0,61.0,0.0,45,6,120,17,9,2013,Oct,SocSci,Fail
AAA-2013J-572652,M,West Midlands Region,HE Qualification,70-80%,0-35,0,120,N,268,-158.0,268.0,keep,1.0,72.5,0.0,108,6,361,32,9,2013,Oct,SocSci,Pass
AAA-2013J-580389,M,Ireland,HE Qualification,90-100%,0-35,0,120,N,268,-22.0,268.0,keep,1.0,72.5,0.0,235,7,1016,40,9,2013,Oct,SocSci,Pass
AAA-2013J-581129,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,N,268,-38.0,268.0,keep,0.5,20.0,185.0,64,5,173,17,9,2013,Oct,SocSci,Fail
AAA-2013J-588775,M,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,268,-17.0,268.0,keep,1.0,83.25,0.0,1320,9,5263,197,9,2013,Oct,SocSci,Pass
AAA-2013J-591774,M,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,268,-46.0,268.0,keep,1.0,80.25,0.0,188,6,551,30,9,2013,Oct,SocSci,Pass
AAA-2013J-606143,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,268,-43.0,268.0,keep,0.5,33.0,283.0,129,6,406,34,9,2013,Oct,SocSci,Fail
AAA-2013J-704156,M,South Region,HE Qualification,90-100%,55<=,0,120,N,268,-29.0,268.0,keep,1.0,65.0,0.0,600,7,2332,103,9,2013,Oct,SocSci,Pass
AAA-2013J-705379,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,120,N,268,-57.0,268.0,keep,1.0,81.0,0.0,1061,8,4232,168,9,2013,Oct,SocSci,Distinction
AAA-2013J-749412,M,South Region,Lower Than A Level,70-80%,55<=,0,60,N,268,-138.0,268.0,keep,1.0,73.75,0.0,971,7,3297,148,9,2013,Oct,SocSci,Pass
AAA-2013J-760729,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,60,N,268,-67.0,268.0,keep,1.0,80.75,0.0,1543,8,6350,177,9,2013,Oct,SocSci,Distinction
AAA-2013J-905042,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,268,-91.0,268.0,keep,1.0,75.5,0.0,584,8,2076,125,9,2013,Oct,SocSci,Pass
AAA-2013J-949618,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,268,-59.0,268.0,keep,1.0,65.25,0.0,472,6,1166,75,9,2013,Oct,SocSci,Pass
AAA-2013J-958987,M,North Western Region,HE Qualification,40-50%,35-55,0,60,N,268,-67.0,268.0,keep,1.0,77.0,0.0,275,6,905,78,9,2013,Oct,SocSci,Pass
AAA-2013J-968578,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,268,-170.0,268.0,keep,1.0,71.0,0.0,208,8,724,53,9,2013,Oct,SocSci,Pass
AAA-2013J-971027,F,West Midlands Region,HE Qualification,90-100%,35-55,0,60,N,268,-62.0,268.0,keep,1.0,68.0,0.0,585,8,2299,131,9,2013,Oct,SocSci,Pass
AAA-2013J-978739,M,South Region,HE Qualification,90-100%,35-55,0,60,N,268,-108.0,268.0,keep,1.0,56.25,0.0,942,9,5031,137,9,2013,Oct,SocSci,Pass
AAA-2013J-1035023,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,268,-87.0,268.0,keep,1.0,69.5,0.0,472,7,1669,125,9,2013,Oct,SocSci,Pass
AAA-2013J-1105478,M,Scotland,HE Qualification,80-90%,55<=,0,60,N,268,-144.0,268.0,keep,1.0,84.25,0.0,423,7,1518,99,9,2013,Oct,SocSci,Pass
AAA-2013J-1352868,M,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,60,N,268,-63.0,203.0,keep,0.5,32.75,283.0,171,6,638,35,9,2013,Oct,SocSci,Withdrawn
AAA-2013J-1401935,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,268,-35.0,268.0,keep,0.5,17.5,283.0,85,5,240,24,9,2013,Oct,SocSci,Fail
AAA-2013J-1402638,F,East Midlands Region,HE Qualification,30-40%,35-55,0,60,N,268,-195.0,268.0,keep,1.0,75.25,0.0,255,7,815,63,9,2013,Oct,SocSci,Pass
AAA-2013J-1414443,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,120,N,268,-169.0,268.0,keep,0.5,29.5,283.0,363,9,1734,39,9,2013,Oct,SocSci,Fail
AAA-2013J-1465690,M,West Midlands Region,HE Qualification,40-50%,35-55,0,120,N,268,-38.0,268.0,keep,1.0,83.25,0.0,767,9,2692,125,9,2013,Oct,SocSci,Pass
AAA-2013J-1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,268,20.0,268.0,keep,1.0,60.25,0.0,188,8,792,38,9,2013,Oct,SocSci,Fail
AAA-2013J-1488959,M,London Region,A Level or Equivalent,70-80%,35-55,0,60,N,268,-30.0,268.0,keep,1.0,64.5,0.0,572,8,2964,128,9,2013,Oct,SocSci,Pass
AAA-2013J-1518989,F,South East Region,Lower Than A Level,80-90%,35-55,0,60,N,268,-102.0,268.0,keep,1.0,73.75,0.0,991,8,3563,106,9,2013,Oct,SocSci,Pass
AAA-2013J-1618738,M,London Region,Lower Than A Level,90-100%,35-55,0,60,N,268,-95.0,268.0,keep,1.0,82.75,0.0,131,7,687,15,9,2013,Oct,SocSci,Pass
AAA-2013J-1620151,M,South Region,HE Qualification,90-100%,35-55,0,60,N,268,-95.0,268.0,keep,0.5,38.75,220.0,218,9,998,44,9,2013,Oct,SocSci,Fail
AAA-2013J-1626710,M,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,268,-195.0,268.0,keep,1.0,84.5,0.0,1456,8,5286,173,9,2013,Oct,SocSci,Distinction
AAA-2013J-1640609,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,268,-191.0,268.0,keep,1.0,84.75,0.0,1196,8,4252,178,9,2013,Oct,SocSci,Pass
AAA-2013J-1729319,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,268,-106.0,268.0,keep,1.0,79.5,0.0,552,7,2025,94,9,2013,Oct,SocSci,Pass
AAA-2013J-1746134,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,268,-30.0,268.0,keep,1.0,83.5,0.0,459,7,1524,61,9,2013,Oct,SocSci,Pass
AAA-2013J-1765788,M,South East Region,HE Qualification,70-80%,55<=,0,60,N,268,-43.0,268.0,keep,1.0,65.25,0.0,1319,8,5391,173,9,2013,Oct,SocSci,Pass
AAA-2013J-1801641,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,268,-32.0,268.0,keep,1.0,77.75,0.0,125,6,449,36,9,2013,Oct,SocSci,Pass
AAA-2013J-1847830,M,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,268,-164.0,268.0,keep,1.0,72.75,0.0,1191,7,4560,176,9,2013,Oct,SocSci,Pass
AAA-2013J-1860318,M,South West Region,Lower Than A Level,40-50%,35-55,0,300,Y,268,-53.0,268.0,keep,1.0,63.5,0.0,1048,8,4827,166,9,2013,Oct,SocSci,Pass
AAA-2013J-1889511,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,268,-42.0,268.0,keep,1.0,74.0,0.0,426,7,1341,74,9,2013,Oct,SocSci,Pass
AAA-2013J-1889577,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,Y,268,-81.0,268.0,keep,1.0,75.0,0.0,250,7,796,51,9,2013,Oct,SocSci,Pass
AAA-2013J-1894188,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,268,-57.0,268.0,keep,1.0,70.75,0.0,442,8,4197,105,9,2013,Oct,SocSci,Pass
AAA-2013J-1938355,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,268,-102.0,268.0,keep,1.0,75.25,0.0,494,7,1681,117,9,2013,Oct,SocSci,Pass
AAA-2013J-1942396,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,Y,268,-29.0,268.0,keep,1.0,51.25,0.0,128,6,389,34,9,2013,Oct,SocSci,Pass
AAA-2013J-1976139,M,Ireland,Lower Than A Level,50-60%,35-55,0,120,N,268,-195.0,268.0,keep,0.75,57.25,166.0,242,7,950,48,9,2013,Oct,SocSci,Pass
AAA-2013J-2011876,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,Y,268,-32.0,268.0,keep,1.0,76.25,0.0,302,9,1003,59,9,2013,Oct,SocSci,Pass
AAA-2013J-2012966,M,North Western Region,Lower Than A Level,30-40%,35-55,0,60,N,268,-102.0,268.0,keep,1.0,77.5,0.0,132,6,497,33,9,2013,Oct,SocSci,Pass
AAA-2013J-2051699,F,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,268,-137.0,268.0,keep,1.0,66.0,0.0,387,8,1559,77,9,2013,Oct,SocSci,Pass
AAA-2013J-2062879,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,268,-74.0,268.0,keep,1.0,60.25,0.0,592,7,2007,119,9,2013,Oct,SocSci,Fail
AAA-2013J-2080474,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,268,-123.0,268.0,keep,1.0,71.0,0.0,283,7,931,59,9,2013,Oct,SocSci,Pass
AAA-2013J-2083877,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,268,-45.0,268.0,keep,1.0,66.0,0.0,223,6,621,53,9,2013,Oct,SocSci,Pass
AAA-2013J-2084066,F,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,268,-148.0,268.0,keep,1.0,59.75,0.0,446,7,1924,83,9,2013,Oct,SocSci,Fail
AAA-2013J-2104505,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,268,-65.0,268.0,keep,1.0,65.75,0.0,158,6,618,42,9,2013,Oct,SocSci,Pass
AAA-2013J-2122180,F,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,268,-35.0,268.0,keep,1.0,81.75,0.0,824,9,4033,140,9,2013,Oct,SocSci,Distinction
AAA-2013J-2143752,F,South Region,Lower Than A Level,70-80%,35-55,0,60,N,268,-46.0,268.0,keep,1.0,52.5,0.0,299,7,1601,75,9,2013,Oct,SocSci,Pass
AAA-2013J-2146792,M,North Western Region,HE Qualification,20-30%,55<=,0,60,N,268,-59.0,268.0,keep,1.0,70.5,0.0,590,7,1960,165,9,2013,Oct,SocSci,Pass
AAA-2013J-2153153,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,268,-49.0,268.0,keep,1.0,63.5,0.0,612,8,2786,79,9,2013,Oct,SocSci,Pass
AAA-2013J-2155014,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,60,Y,268,-32.0,268.0,keep,1.0,73.0,0.0,260,8,1226,49,9,2013,Oct,SocSci,Pass
AAA-2013J-2164705,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,268,-43.0,268.0,keep,0.25,17.5,337.0,76,6,231,11,9,2013,Oct,SocSci,Fail
AAA-2013J-2171627,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,60,N,268,-50.0,268.0,keep,1.0,70.0,0.0,343,8,1174,62,9,2013,Oct,SocSci,Pass
AAA-2013J-2182846,F,London Region,A Level or Equivalent,70-80%,35-55,0,60,N,268,-113.0,268.0,keep,1.0,65.5,0.0,1137,7,3415,131,9,2013,Oct,SocSci,Pass
AAA-2013J-2194100,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,268,-108.0,268.0,keep,1.0,67.75,0.0,339,6,1142,75,9,2013,Oct,SocSci,Pass
AAA-2013J-2197016,F,North Western Region,HE Qualification,30-40%,35-55,0,60,N,268,-35.0,268.0,keep,1.0,75.5,0.0,392,7,1390,67,9,2013,Oct,SocSci,Pass
AAA-2013J-2208424,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,268,-66.0,268.0,keep,1.0,74.0,0.0,331,9,981,61,9,2013,Oct,SocSci,Pass
AAA-2013J-2229865,F,West Midlands Region,A Level or Equivalent,10-20,35-55,0,60,N,268,-116.0,268.0,keep,1.0,75.5,0.0,716,8,2502,135,9,2013,Oct,SocSci,Pass
AAA-2013J-2268379,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,268,-74.0,268.0,keep,1.0,82.25,0.0,448,8,1230,87,9,2013,Oct,SocSci,Pass
AAA-2013J-2278464,M,South Region,Lower Than A Level,30-40%,35-55,0,60,N,268,-129.0,268.0,keep,1.0,55.5,0.0,96,6,277,29,9,2013,Oct,SocSci,Pass
AAA-2013J-2293923,M,South Region,A Level or Equivalent,90-100%,0-35,0,150,N,268,-85.0,268.0,keep,1.0,60.25,0.0,86,7,250,18,9,2013,Oct,SocSci,Pass
AAA-2013J-2329342,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,N,268,-56.0,268.0,keep,1.0,53.5,0.0,160,7,451,30,9,2013,Oct,SocSci,Pass
AAA-2013J-2339528,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,268,-57.0,268.0,keep,1.0,79.75,0.0,110,6,479,18,9,2013,Oct,SocSci,Distinction
AAA-2013J-2342426,M,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,268,-38.0,268.0,keep,1.0,71.5,0.0,399,7,1548,82,9,2013,Oct,SocSci,Fail
AAA-2013J-2344901,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,268,-24.0,268.0,keep,1.0,51.5,0.0,141,6,440,29,9,2013,Oct,SocSci,Fail
AAA-2013J-2364471,F,Scotland,HE Qualification,90-100%,0-35,0,60,Y,268,-80.0,268.0,keep,1.0,86.25,0.0,1818,9,6083,201,9,2013,Oct,SocSci,Pass
AAA-2013J-2367155,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,268,-22.0,268.0,keep,1.0,78.5,0.0,429,7,1947,76,9,2013,Oct,SocSci,Pass
AAA-2013J-2369266,F,London Region,Lower Than A Level,70-80%,35-55,0,60,N,268,-94.0,268.0,keep,1.0,49.25,0.0,418,6,1897,63,9,2013,Oct,SocSci,Pass
AAA-2013J-2376496,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,268,-185.0,268.0,keep,1.0,70.5,0.0,266,9,665,72,9,2013,Oct,SocSci,Pass
AAA-2013J-2391984,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,268,-101.0,242.0,keep,1.0,73.0,0.0,172,6,781,42,9,2013,Oct,SocSci,Withdrawn
AAA-2013J-2411661,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,268,-17.0,268.0,keep,1.0,48.5,0.0,105,8,520,18,9,2013,Oct,SocSci,Fail
AAA-2013J-2411778,M,Scotland,HE Qualification,20-30%,0-35,0,120,N,268,-35.0,220.0,keep,0.5,40.0,283.0,239,6,1497,42,9,2013,Oct,SocSci,Withdrawn
AAA-2013J-2412002,M,South West Region,Lower Than A Level,50-60%,35-55,0,90,N,268,-38.0,268.0,keep,1.0,81.25,0.0,838,9,3007,171,9,2013,Oct,SocSci,Distinction
AAA-2013J-2412967,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,268,-73.0,268.0,keep,1.0,77.25,0.0,572,7,1980,129,9,2013,Oct,SocSci,Pass
AAA-2013J-2437837,F,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,268,-53.0,268.0,keep,1.0,75.0,0.0,425,7,1766,72,9,2013,Oct,SocSci,Pass
AAA-2013J-2449878,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,268,-32.0,268.0,keep,1.0,59.5,0.0,197,7,502,29,9,2013,Oct,SocSci,Pass
AAA-2013J-2456480,M,Scotland,Lower Than A Level,80-90%,35-55,0,120,N,268,-71.0,268.0,keep,0.75,18.5,166.0,73,6,183,21,9,2013,Oct,SocSci,Fail
AAA-2013J-2457256,M,South Region,Lower Than A Level,80-90%,35-55,0,180,N,268,-50.0,268.0,keep,1.0,71.25,0.0,349,6,1424,80,9,2013,Oct,SocSci,Pass
AAA-2013J-2458355,M,London Region,Lower Than A Level,80-90%,35-55,0,60,N,268,-81.0,268.0,keep,1.0,90.25,0.0,767,7,2765,183,9,2013,Oct,SocSci,Pass
AAA-2013J-2460080,M,Scotland,HE Qualification,90-100%,55<=,0,60,N,268,-52.0,268.0,keep,1.0,81.5,0.0,586,8,3081,144,9,2013,Oct,SocSci,Pass
AAA-2013J-2461190,M,South Region,HE Qualification,70-80%,55<=,0,60,N,268,-11.0,268.0,keep,0.5,28.0,283.0,238,7,967,53,9,2013,Oct,SocSci,Fail
AAA-2013J-2469673,F,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,268,-22.0,268.0,keep,0.75,33.25,19.0,133,7,438,25,9,2013,Oct,SocSci,Fail
AAA-2013J-2479954,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,268,-46.0,268.0,keep,1.0,80.0,0.0,107,6,271,37,9,2013,Oct,SocSci,Pass
AAA-2013J-2481901,M,Wales,Lower Than A Level,80-90%,35-55,0,60,N,268,-195.0,268.0,keep,1.0,76.75,0.0,462,7,1826,88,9,2013,Oct,SocSci,Pass
AAA-2013J-2482700,M,South Region,Lower Than A Level,90-100%,0-35,0,120,N,268,-59.0,268.0,keep,1.0,53.25,0.0,350,8,1440,93,9,2013,Oct,SocSci,Pass
AAA-2013J-2486127,F,East Anglian Region,HE Qualification,90-100%,0-35,0,120,N,268,-144.0,268.0,keep,1.0,72.5,0.0,457,6,1360,71,9,2013,Oct,SocSci,Pass
AAA-2013J-2498700,F,North Western Region,Lower Than A Level,40-50%,0-35,0,240,N,268,-43.0,268.0,keep,1.0,76.25,0.0,542,7,1723,108,9,2013,Oct,SocSci,Pass
AAA-2013J-2516503,M,South East Region,HE Qualification,40-50%,35-55,0,60,N,268,-65.0,268.0,keep,1.0,79.25,0.0,800,7,2408,159,9,2013,Oct,SocSci,Pass
AAA-2013J-2518069,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,268,-105.0,268.0,keep,1.0,77.0,0.0,382,7,1340,83,9,2013,Oct,SocSci,Pass
AAA-2013J-2521459,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,268,-158.0,268.0,keep,1.0,58.5,0.0,212,6,636,52,9,2013,Oct,SocSci,Pass
AAA-2013J-2523736,M,North Western Region,A Level or Equivalent,20-30%,55<=,0,120,N,268,-46.0,268.0,keep,1.0,61.75,0.0,196,6,397,64,9,2013,Oct,SocSci,Pass
AAA-2013J-2529279,F,North Western Region,HE Qualification,60-70%,35-55,0,60,N,268,-67.0,268.0,keep,1.0,77.75,0.0,294,6,1077,55,9,2013,Oct,SocSci,Pass
AAA-2013J-2532302,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,268,-65.0,268.0,keep,1.0,69.0,0.0,215,6,613,44,9,2013,Oct,SocSci,Pass
AAA-2013J-2536991,M,South Region,HE Qualification,90-100%,55<=,0,60,N,268,-87.0,268.0,keep,1.0,76.5,0.0,364,7,999,85,9,2013,Oct,SocSci,Distinction
AAA-2013J-2551220,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,268,-94.0,268.0,keep,1.0,65.25,0.0,369,8,883,110,9,2013,Oct,SocSci,Pass
AAA-2013J-2555340,F,South Region,HE Qualification,90-100%,35-55,0,60,N,268,-67.0,268.0,keep,1.0,80.75,0.0,868,8,3681,137,9,2013,Oct,SocSci,Pass
AAA-2013J-2557283,M,Yorkshire Region,HE Qualification,80-90%,55<=,0,60,N,268,-80.0,268.0,keep,1.0,81.75,0.0,1444,8,6220,203,9,2013,Oct,SocSci,Pass
AAA-2013J-2559575,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,268,-31.0,268.0,keep,1.0,70.75,0.0,188,6,567,45,9,2013,Oct,SocSci,Pass
AAA-2013J-2562034,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,268,-30.0,268.0,keep,1.0,64.25,0.0,48,5,197,11,9,2013,Oct,SocSci,Pass
AAA-2013J-2566163,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,268,-91.0,268.0,keep,1.0,70.25,0.0,302,8,1129,66,9,2013,Oct,SocSci,Pass
AAA-2013J-2566592,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,268,-35.0,268.0,keep,1.0,68.25,0.0,310,8,1101,68,9,2013,Oct,SocSci,Pass
AAA-2013J-2574583,M,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,60,N,268,-63.0,268.0,keep,1.0,69.25,0.0,408,8,1830,120,9,2013,Oct,SocSci,Pass
AAA-2013J-2578995,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,Y,268,-62.0,268.0,keep,1.0,79.5,0.0,404,7,1106,115,9,2013,Oct,SocSci,Pass
AAA-2013J-2586560,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,60,N,268,-94.0,268.0,keep,1.0,75.25,0.0,602,9,2500,98,9,2013,Oct,SocSci,Pass
AAA-2013J-2594139,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,268,-74.0,268.0,keep,1.0,79.5,0.0,293,8,1856,53,9,2013,Oct,SocSci,Pass
AAA-2013J-2598871,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,268,-128.0,268.0,keep,1.0,70.75,0.0,428,8,1599,108,9,2013,Oct,SocSci,Pass
AAA-2013J-2599352,F,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,268,-106.0,268.0,keep,1.0,77.25,0.0,254,7,877,61,9,2013,Oct,SocSci,Pass
AAA-2013J-2600688,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,268,-165.0,268.0,keep,1.0,71.25,0.0,117,6,472,23,9,2013,Oct,SocSci,Pass
AAA-2013J-2606098,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,268,-102.0,268.0,keep,1.0,69.75,0.0,129,5,299,36,9,2013,Oct,SocSci,Pass
AAA-2013J-2613116,F,London Region,Lower Than A Level,10-20,35-55,0,60,N,268,-63.0,268.0,keep,1.0,76.75,0.0,239,6,1111,52,9,2013,Oct,SocSci,Pass
